ons_id,party_name,firstname,surname,votes,share,change
E14000657,Green,Kate,Simpson,806,0.018722416,0.012030428
E14000657,Liberal Democrat,Denise,Capstick,717,0.016655052,-0.069391249
E14000657,British National Party,Tess,Culnane,151,0.003507549,-0.108447596
E14000657,Independent,Terry,London,133,0.003089431,
E14000657,English Democrats,Kim,Gandy,71,0.001649245,
E14000658,Labour,Jenny,Chapman,17637,0.428696434,0.034930116
E14000658,Conservative,Peter,Cuthbertson,14479,0.351936025,0.03715143
E14000658,UK Independence Party,Dave,Hodgson,5392,0.131061472,0.103226708
E14000658,Liberal Democrat,Anne-Marie,Curry,1966,0.047786879,-0.186407451
E14000658,Green,Michael,Cherrington,1444,0.035098807,
E14000658,Trade Unionist and Socialist Coalition,Alan,Docherty,223,0.005420384,
E14000659,Conservative,Gareth,Johnson,25670,0.489717273,0.00193772
E14000659,Labour,Simon,Thomson,13325,0.25420657,-0.021352535
E14000659,UK Independence Party,Elizabeth,Jones,10434,0.19905376,0.16227261
E14000659,Liberal Democrat,Simon,Beard,1454,0.027738563,-0.119246261
E14000659,Green,Andy,Blatchford,1324,0.025258499,
E14000659,English Democrats,Steve,Uncles,211,0.004025335,-0.039465081
E14000660,Conservative,Chris,Heaton-Harris,30550,0.58170532,0.016711308
E14000660,Labour,Abigail,Campbell,9491,0.180718992,0.022956408
E14000660,UK Independence Party,Michael,Gerard,8296,0.157964888,0.112903661
E14000660,Liberal Democrat,Callum,Delhoy,2352,0.044784645,-0.149598636
E14000660,Green,Steve,Whiffen,1829,0.034826155,0.019953825
W07000042,Labour,David,Hanson,15187,0.405451584,-0.002373421
W07000042,Conservative,Mark,Isherwood,12257,0.327228555,-0.019164479
W07000042,UK Independence Party,Nigel,Williams,6150,0.164188269,0.146477908
W07000042,Plaid Cymru,Paul,Rowlinson,1803,0.048135195,-0.001724204
W07000042,Liberal Democrat,Tom,Rippeth,1380,0.036842246,-0.118549275
W07000042,Green,Kay,Roney,680,0.01815415,
E14000661,Labour,Andrew,Gwynne,19661,0.508285722,-0.001638551
E14000661,Conservative,Lana,Hempsall,9150,0.236550244,-0.012154419
E14000661,UK Independence Party,Andrew,Fairfoull,7225,0.186784209,0.132047927
E14000661,Green,Nick,Koopman,1466,0.037899744,
E14000661,Liberal Democrat,Mark,Jewell,957,0.024740829,-0.154002362
E14000661,Independent,Victoria,Lofas,222,0.005739252,
E14000662,Conservative,Amanda,Solloway,16402,0.366566097,0.049729362
E14000662,Labour,Chris,Williamson,16361,0.365649793,0.035215011
E14000662,UK Independence Party,Tilly,Ward,6532,0.145982791,0.127593262
E14000662,Liberal Democrat,Lucy,Care,3832,0.085640854,-0.194705198
E14000662,Green,Alice,Mason-Power,1618,0.036160465,
E14000663,Labour,Margaret,Beckett,20007,0.490127389,0.056724456
E14000663,Conservative,Evonne,Williams,11179,0.273860853,-0.010906555
E14000663,UK Independence Party,Victor,Webb,6341,0.155340519,0.111128613
E14000663,Liberal Democrat,Joe,Naitta,1717,0.042062714,-0.162608549
E14000663,Green,David,Foster,1208,0.029593337,
E14000663,Trade Unionist and Socialist Coalition,Chris,Fernandez,225,0.005512004,
E14000663,British Independents,David,Gale,143,0.003503185,
E14000664,Conservative,Patrick,McLoughlin,24805,0.523743164,0.002623027
E14000664,Labour,Andy,Botham,10761,0.227212263,0.033518377
E14000664,UK Independence Party,John,Young,5508,0.11629822,0.078269148
E14000664,Liberal Democrat,Ben,Fearn,3965,0.083718671,-0.140992744
E14000664,Green,Ian,Wood,2173,0.045881633,0.029378854
E14000664,Humanity Party,Amila,Y'Mech,149,0.003146048,0.002077216
E14000665,Conservative,Claire,Perry,28295,0.57737828,0.026687732
E14000665,UK Independence Party,David ,Pollitt,7544,0.153940334,0.109141024
E14000665,Labour,Chris,Watts,6360,0.129780027,0.028118396
E14000665,Liberal Democrat,Manda,Rigby,3954,0.080683998,-0.189363477
E14000665,Green,Emma,Dawnay,2853,0.058217361,0.040673123
E14000666,Labour,Paula,Sherriff,22406,0.417788551,0.0961325
E14000666,Conservative,Simon,Reevell,20955,0.390732799,0.040821675
E14000666,UK Independence Party,Mark,Thackray,6649,0.123979116,
E14000666,Liberal Democrat,Ednan,Hussain,1924,0.035875443,-0.133543902
E14000666,Green,Adrian,Cruden,1366,0.025470819,0.009750925
E14000666,Yorkshire First,Richard,Carter,236,0.004400522,
E14000666,Christian Peoples Alliance Party,Steve,Hakes,94,0.00175275,
E14000667,Labour,Caroline,Flint,19621,0.461822718,0.08245837
E14000667,Conservative,Carl,Jackson,10736,0.252695005,-0.043873396
E14000667,UK Independence Party,Guy,Aston,9963,0.234500777,0.190650017
E14000667,Liberal Democrat,Rene,Paterson,1487,0.034999765,-0.135935288
E14000667,Trade Unionist and Socialist Coalition,Steve,Williams,437,0.010285741,
E14000667,English Democrats,Louise,Dutton,242,0.005695994,-0.034746199
E14000668,Labour,Rosie,Winterton,19840,0.490846116,0.093936306
E14000668,UK Independence Party,Chris,Hodgson,9747,0.241142999,0.207102994
E14000668,Conservative,Zoe ,Metcalfe,8386,0.207471549,-0.040222786
E14000668,Liberal Democrat,John,Brown,1717,0.042478971,-0.168204943
E14000668,Trade Unionist and Socialist Coalition,Mev,Akram,421,0.010415636,
E14000668,English Democrats,David ,Burnett,309,0.00764473,-0.035857486
E14000669,Labour,Edward,Miliband,20708,0.524239893,0.050865257
E14000669,UK Independence Party,Kim,Parkinson,8928,0.226019594,0.182700645
E14000669,Conservative,Mark,Fletcher,7235,0.18315992,-0.027239521
E14000669,Liberal Democrat,Penny,Baker,1005,0.025442394,-0.123389658
E14000669,Green,Pete,Kennedy,757,0.019164072,
E14000669,English Democrats,David,Allen,448,0.011341485,-0.040438762
E14000669,Trade Unionist and Socialist Coalition,Mary,Jackson,258,0.00653148,0.002168247
E14000669,Monster Raving Loony Party,Nick,Brick,162,0.004101162,
E14000670,Conservative,Charlie,Elphicke,21737,0.432801051,-0.007290246
E14000670,Labour,Clair,Hawkins,15443,0.307482478,-0.027934808
E14000670,UK Independence Party,David,Little,10177,0.202632208,0.16795919
E14000670,Liberal Democrat,Sarah,Smith,1572,0.031299777,-0.126723444
E14000670,Green,Jolyon,Trimingham,1295,0.025784486,
E14000671,Labour,Ian,Austin,15885,0.41811434,0.031528153
E14000671,Conservative,Les,Jones,11704,0.308064856,-0.061708731
E14000671,UK Independence Party,Bill,Etheridge,9113,0.239866288,0.155233367
E14000671,Green,Will,Duckworth,517,0.013608128,
E14000671,Liberal Democrat,Mike,Collins,478,0.012581596,-0.092749734
E14000671,Apni Party,Rehan,Afzal,156,0.004106128,
E14000671,Trade Unionist and Socialist Coalition,Dave,Pitt,139,0.003658665,
E14000672,Conservative,Mike,Wood,16723,0.437660298,0.00663711
E14000672,Labour,Natasha,Millward,12453,0.325909448,-0.004078761
E14000672,UK Independence Party,Paul,Brothwood,7236,0.189374509,0.10730979
E14000672,Green,Vicky,Duckworth,970,0.025386025,
E14000672,Liberal Democrat,Martin,Turner,828,0.02166972,-0.135254163
E14000673,Labour,Helen,Hayes,27772,0.540711032,0.074850493
E14000673,Conservative,Resham,Kotecha,11650,0.226821385,0.005225998
E14000673,Liberal Democrat,James,Barber,5055,0.098419065,-0.173203286
E14000673,Green,Rashid,Nix,4844,0.094310969,0.068053036
E14000673,UK Independence Party,Rathy,Alagaratnam,1606,0.031268253,0.016604462
E14000673,Trade Unionist and Socialist Coalition,Steve,Nally,248,0.004828472,
E14000673,Independent,Robin,Lambert,125,0.002433706,
E14000673,All People's Party,Amadu,Kanumansa,62,0.001207118,
S14000013,Scottish National Party,Richard ,Arkless,23440,0.414119642,0.291086656
S14000013,Conservative,Finlay ,Carson,16926,0.29903537,-0.017239332
S14000013,Labour,Russell,Brown,13982,0.247023073,-0.212026627
S14000013,UK Independence Party,Geoff ,Siddall,1301,0.022985054,0.009663987
S14000013,Liberal Democrat,Andrew ,Metcalf,953,0.016836861,-0.071484685
S14000014,Conservative,David,Mundell,20759,0.398185445,0.017792348
S14000014,Scottish National Party,Emma,Harper,19961,0.382878736,0.27512575
S14000014,Labour,Archie ,Dryburgh,7711,0.147907316,-0.141097304
S14000014,UK Independence Party,Kevin ,Newton,1472,0.028234933,0.014354518
S14000014,Liberal Democrat,Amanda ,Kubie,1392,0.026700426,-0.17115541
S14000014,Green,Jody ,Jamieson,839,0.016093145,0.004980097
S14000015,Scottish National Party,Stewart,Hosie,28765,0.596970011,0.218592965
S14000015,Labour,Lesley ,Brennan,9603,0.199294386,-0.134195064
S14000015,Conservative,Bill,Bowman,7206,0.149548615,-0.002714253
S14000015,Liberal Democrat,Craig,Duncan,1387,0.028784892,-0.076840232
S14000015,Green,Helen ,Grayshan,895,0.018574245,0.005213961
S14000015,Cannabis is Safer than Alcohol Party,Lesley,Parker Hamilton ,225,0.004669503,
S14000015,Trade Unionist and Socialist Coalition,Carlo ,Morelli ,104,0.002158348,
S14000016,Scottish National Party,Chris,Law,27684,0.619134947,0.330496257
S14000016,Labour,Michael ,Marra ,10592,0.236883303,-0.247790511
S14000016,Conservative,Nicola ,Ross ,3852,0.086147515,-0.007075563
S14000016,Green,Pauline,Hinchion ,1225,0.027396341,
S14000016,Liberal Democrat,Daniel,Coleman,1057,0.023639129,-0.090378002
S14000016,Trade Unionist and Socialist Coalition,Jim,McFarlane ,304,0.006798765,
S14000017,Scottish National Party,Douglas,Chapman,28096,0.502701736,0.396443947
S14000017,Labour,Thomas,Docherty,17744,0.317480766,-0.14503992
S14000017,Conservative,James,Reekie,6623,0.118500626,0.050978613
S14000017,Liberal Democrat,Gillian,Cole-Hamilton,2232,0.039935588,-0.310831569
S14000017,Green,Lewis ,Campbell,1195,0.021381285,
W07000061,Plaid Cymru,Liz,Saville-Roberts,11811,0.408501366,-0.034797603
W07000061,Conservative,Neil,Fairlamb,6550,0.226541694,0.003508414
W07000061,Labour,Mary,Griffiths Clarke,3904,0.135025767,-0.004080301
W07000061,UK Independence Party,Christopher,Gillibrand,3126,0.108117456,0.081271818
W07000061,Independent,Louise,Hughes,1388,0.048006087,
W07000061,Liberal Democrat,Stephen,Churchman,1153,0.039878255,-0.082518479
W07000061,Green,Marc,Fothergill,981,0.033929374,
E14000674,Labour,Rupa,Huq,22002,0.432310292,0.130869614
E14000674,Conservative,Angie,Bray,21728,0.426926553,0.046757062
E14000674,Liberal Democrat,Jon,Ball,3106,0.061028805,-0.215263568
E14000674,UK Independence Party,Peter,Florence,1926,0.037843361,0.021635734
E14000674,Green,Tom,Sharman,1841,0.036173223,0.020558816
E14000674,Independent,Jonathan,Notley,125,0.002456085,
E14000674,Workers Revolutionary Party,Scott,Dore,73,0.001434354,
E14000674,The Above and Beyond Party,Tammy,Rendle,54,0.001061029,
E14000674,Europeans Party,Andrzej,Rygielski,39,0.000766299,
E14000675,Labour,Stephen,Pound,26745,0.551329623,0.0474704
E14000675,Conservative,Thomas,O'Malley,14419,0.297237683,-0.011542048
E14000675,UK Independence Party,Afzal,Akram,3922,0.080849309,0.066482096
E14000675,Green,Meena,Hans,1635,0.033704391,0.023112504
E14000675,Liberal Democrat,Kevin,McNamara,1575,0.032467532,-0.099312324
E14000675,Trade Unionist and Socialist Coalition,David,Hofman,214,0.004411462,
E14000676,Labour,Virendra,Sharma,28147,0.649731077,0.134622087
E14000676,Conservative,James,Symes,9387,0.216684749,-0.081121407
E14000676,Green,Jaspreet,Mahal,2007,0.04632857,0.029839657
E14000676,UK Independence Party,John,Poynton,1769,0.040834699,
E14000676,Liberal Democrat,Kavya,Kaushik,1550,0.035779414,-0.113509575
E14000676,National Liberal Party,Jagdeesh,Singh,461,0.01064149,
E14000677,Labour,Grahame,Morris,21132,0.610328096,0.020908379
E14000677,UK Independence Party,Jonathan,Arnott,6491,0.187471118,0.140756333
E14000677,Conservative,Chris,Hampsheir,4478,0.129332255,-0.007861994
E14000677,Liberal Democrat,Luke,Armstrong,834,0.024087338,-0.136220848
E14000677,The North East Party,Susan,McDonnell,810,0.023394177,
E14000677,Green,Martie,Warin,733,0.021170287,
E14000677,The Socialist Party of Great Britain,Steven,Colborn,146,0.004216728,
N06000005,Democratic Unionist Party,Sammy,Wilson,12103,0.361315939,-0.097440864
N06000005,Ulster Unionist Party,Roy,Beggs,6308,0.188315372,
N06000005,Alliance,Stewart,Dickson,5021,0.14989402,0.039179969
N06000005,UK Independence Party,Noel,Jordan,3660,0.109263516,
N06000005,Sinn Fein,Oliver,McMullan,2314,0.069080813,0.001413119
N06000005,Traditional Unionist Voice,Ruth,Wilson,1903,0.056811058,-0.003053869
N06000005,Social Democratic and Labour Party,Margaret Anne,McKillop,1639,0.048929755,-0.017262626
N06000005,Conservative,Alex,Wilson,549,0.016389527,
E14000678,Conservative,Hugo,Swire,25401,0.464225012,-0.019124645
E14000678,Independent,Claire,Wright,13140,0.240144745,
E14000678,UK Independence Party,Andrew,Chapman,6870,0.125555129,0.043697222
E14000678,Labour,Stephen,Race,5591,0.10218031,-0.005576038
E14000678,Liberal Democrat,Stuart,Mole,3715,0.067894804,-0.243790572
S14000018,Scottish National Party,John ,Nicolson,22093,0.402635272,0.297229415
S14000018,Liberal Democrat,Jo,Swinson,19926,0.363142644,-0.023755663
S14000018,Labour,Amanjit ,Jhund,6754,0.123088699,-0.218260262
S14000018,Conservative,Andrew ,Polson,4727,0.08614751,-0.068832886
S14000018,Green,Ross ,Greer,804,0.014652549,
S14000018,UK Independence Party,Wilfred ,Arasaratnam,567,0.010333327,-0.001033153
E14000679,Labour,Stephen,Timms,40563,0.775731497,0.071564583
E14000679,Conservative,Samir,Jassal,6311,0.120692293,-0.031075519
E14000679,UK Independence Party,Daniel,Oxley,2622,0.050143431,
E14000679,Green,Tamsin,Omond,1299,0.024842226,0.01320901
E14000679,Liberal Democrat,David,Thorpe,856,0.016370243,-0.099743548
E14000679,Communities United Party,Mohammed,Aslam,409,0.007821763,
E14000679,Trade Unionist and Socialist Coalition,Lois,Austin,230,0.004398547,
E14000680,Conservative,Damian,Hinds,31334,0.606671959,0.038887404
E14000680,UK Independence Party,Peter,Baillie,6187,0.119789347,0.091007462
E14000680,Liberal Democrat,Richard,Robinson,5732,0.110979883,-0.193792414
E14000680,Labour,Alex,Wilks,5220,0.101066816,0.022282008
E14000680,Green,Peter,Bisset,3176,0.061491994,
S14000019,Scottish National Party,Lisa,Cameron,33678,0.556302549,0.325901732
S14000019,Labour,Michael,McCann,17151,0.283304977,-0.231769808
S14000019,Conservative,Graham ,Simpson,7129,0.1177588,-0.012045306
S14000019,UK Independence Party,Rob,Sale,1221,0.020168817,
S14000019,Liberal Democrat,Paul,McGarry,1042,0.017212045,-0.081951775
S14000019,Independent,John,Houston,318,0.005252812,
N06000006,Democratic Unionist Party,Gregory,Campbell,14663,0.422394423,0.07627139
N06000006,Sinn Fein,Caoimhe,Archibald,6859,0.197585988,0.00468184
N06000006,Ulster Unionist Party,William,McCandless,5333,0.153626779,
N06000006,Social Democratic and Labour Party,Gerry,Mullan,4268,0.122947514,-0.031530311
N06000006,Alliance,Yvonne,Boyle,2642,0.076107622,0.021114775
N06000006,Cannabis is Safer than Alcohol Party,Neil,Paine,527,0.015181195,
N06000006,Conservative,Elizabeth,St Clair-Legge,422,0.012156479,
S14000020,Scottish National Party,George,Kerevan,25104,0.425390585,0.265039901
S14000020,Labour,Fiona,O'Donnell,18301,0.310112855,-0.135748702
S14000020,Conservative,David ,Roach,11511,0.195055411,-0.001462154
S14000020,Liberal Democrat,Ettie,Spencer,1517,0.025705765,-0.142883157
S14000020,Green,Jason,Rose,1245,0.021096689,0.003562465
S14000020,UK Independence Party,Oluf,Marshall,1178,0.019961365,0.008814318
S14000020,Independent,Mike,Allan,158,0.002677331,
S14000021,Scottish National Party,Kirsten ,Oswald,23013,0.405658382,0.317051282
S14000021,Labour,Jim,Murphy,19295,0.340119866,-0.167627149
S14000021,Conservative,David,Montgomery,12465,0.219725013,-0.084430826
S14000021,Liberal Democrat,Graeme ,Cowie,1069,0.018843645,-0.073378078
S14000021,UK Independence Party,Robert,Malyn,888,0.015653094,0.008384771
E14000681,Conservative,Sam,Gyimah,32211,0.57414042,0.006662382
E14000681,UK Independence Party,Helena,Windsor,9553,0.170276099,0.101279028
E14000681,Labour,Matt,Wilson,6627,0.118122026,0.027986594
E14000681,Liberal Democrat,David,Lee,5189,0.092490598,-0.166166064
E14000681,Green,Nicky,Dodgson,2159,0.038482791,
E14000681,Independent,Sandy,Pratt,364,0.006488067,
E14000682,Conservative,Tim,Loughton,24686,0.494729248,0.010029783
E14000682,Labour,Tim,Macpherson,9737,0.195138082,0.028040948
E14000682,UK Independence Party,Mike,Glennon,8267,0.165677983,0.104021269
E14000682,Liberal Democrat,Bob,Smytherman,3360,0.067337368,-0.187905725
E14000682,Green,James,Doyle,2605,0.052206501,0.028940596
E14000682,National Health Action Party,Carl,Walker,1243,0.024910818,
E14000683,Conservative,Greg,Knight,25276,0.50561101,0.030955373
E14000683,Labour,Kevin,Hickson,10343,0.206897242,0.003966739
E14000683,UK Independence Party,Stephanie,Todd,8955,0.179132244,0.137340384
E14000683,Liberal Democrat,Robert,Adamson,2966,0.05933068,-0.15220403
E14000683,Green,Mark,Maloney,1731,0.034626233,0.0197591
E14000683,Yorkshire First,Stewart,Arnold,720,0.014402592,
E14000684,Conservative,Caroline,Ansell,20934,0.39567543,-0.011488256
E14000684,Liberal Democrat,Stephen,Lloyd,20201,0.381820931,-0.0912433
E14000684,UK Independence Party,Nigel,Jones,6139,0.116033795,0.090997344
E14000684,Labour,Jake,Lambert,4143,0.078307218,0.030402223
E14000684,Green,Andrew,Durling,1351,0.025535373,
E14000684,Independent,Paul,Howard,139,0.002627252,
E14000685,Conservative,Mims,Davies,23464,0.42273669,0.02940957
E14000685,Liberal Democrat,Mike,Thornton,14317,0.257940726,-0.207408761
E14000685,UK Independence Party,Patricia,Culligan,8783,0.158237997,0.122208174
E14000685,Labour,Mark,Latham,7181,0.129375732,0.03332727
E14000685,Green,Ron,Meldrum,1513,0.027258806,
E14000685,"Beer, Baccy and Scratchings",Ray,Hall,133,0.002396181,
E14000685,Trade Unionist and Socialist Coalition,Declan,Clune,114,0.002053869,
E14000686,Conservative,Antoinette,Sandbach,24167,0.51036915,-0.006475876
E14000686,Labour,James,Laing,11193,0.236378611,0.020718242
E14000686,UK Independence Party,Rob,Millington,5778,0.122022301,0.079502373
E14000686,Liberal Democrat,Ian,Priestner,4289,0.090576956,-0.134397722
E14000686,Green,Andrew,Garman,1624,0.034296334,
E14000686,Cannabis is Safer than Alcohol Party,George,Antar,301,0.006356648,
S14000022,Scottish National Party,Tommy,Sheppard,23188,0.49242923,0.288415684
S14000022,Labour,Sheila,Gilmore,14082,0.299050734,-0.135265082
S14000022,Conservative,James,McMordie,4670,0.099173905,-0.010145047
S14000022,Green,Peter ,McColl,2809,0.059652998,0.008605713
S14000022,Liberal Democrat,Karen,Utting,1325,0.028138206,-0.166292999
S14000022,UK Independence Party,Oliver ,Corbishley,898,0.019070271,
S14000022,Trade Unionist and Socialist Coalition,Ayesha,Saleem,117,0.002484657,-0.00438854
S14000023,Scottish National Party,Deidre ,Brock,23742,0.409288374,0.312827524
S14000023,Labour and Co-operative,Mark,Lazarowicz,18145,0.312801683,-0.061807659
S14000023,Conservative,Iain,McGill,9378,0.161667356,0.012182602
S14000023,Green,Sarah ,Beattie-Smith,3140,0.054130465,0.031704584
S14000023,Liberal Democrat,Martin ,Veart,2634,0.04540753,-0.29279671
S14000023,UK Independence Party,Alan ,Melville,847,0.014601434,
S14000023,Left Unity - Trade Unionists and Socialists,Bruce ,Whitehead,122,0.002103158,
S14000024,Labour,Ian,Murray,19293,0.391449905,0.044083406
S14000024,Scottish National Party,Neil ,Hay,16656,0.337945867,0.261372273
S14000024,Conservative,Miles ,Briggs,8626,0.175019275,-0.040774885
S14000024,Green,Phyl ,Meyer,2090,0.042405551,0.022291855
S14000024,Liberal Democrat,Pramod,Subbaraman,1823,0.036988191,-0.30316386
S14000024,UK Independence Party,Paul,Marshall,601,0.012194132,
S14000024,Scottish Socialist Party,Colin ,Fox,197,0.003997078,
S14000025,Scottish National Party,Joanna ,Cherry,22168,0.429595752,0.307955701
S14000025,Labour,Ricky,Henderson,14033,0.271946824,-0.156388929
S14000025,Conservative,Gordon,Lindhurst,10444,0.202395256,-0.040136969
S14000025,Green,Richard ,Doherty,1965,0.038079919,0.018899065
S14000025,Liberal Democrat,Dan,Farthing-Sykes,1920,0.03720786,-0.143030581
S14000025,UK Independence Party,Richard ,Lucas,1072,0.020774389,
S14000026,Scottish National Party,Michelle ,Thomson,21378,0.389697036,0.258041601
S14000026,Liberal Democrat,Mike,Crockart,18168,0.331182325,-0.02802279
S14000026,Conservative,Lindsay ,Paterson,6732,0.122716833,-0.109095771
S14000026,Labour,Cammy,Day,6425,0.117120566,-0.16020628
S14000026,Green,Pat,Black,1140,0.020780925,
S14000026,UK Independence Party,Otto,Inglis,1015,0.018502315,
E14000687,Labour and Co-operative,Kate,Osamor,25388,0.614156466,0.077588618
E14000687,Conservative,GÃ¶nÃ_l,Daniels,9969,0.241158256,-0.057328506
E14000687,UK Independence Party,Neville,Watson,3366,0.081426291,0.055768119
E14000687,Green,Douglas,Coker,1358,0.03285113,0.020071577
E14000687,Liberal Democrat,David,Schmitz,897,0.021699163,-0.083608314
E14000687,Trade Unionist and Socialist Coalition,Lewis,Peacock,360,0.008708694,
E14000688,Labour,Justin,Madders,22316,0.477582554,0.031083334
E14000688,Conservative,Katherine,Fletcher,16041,0.343291887,-0.00529401
E14000688,UK Independence Party,Jonathan,Starkey,5594,0.119716652,0.08311502
E14000688,Liberal Democrat,Trish,Derraugh,1563,0.033449612,-0.11718453
E14000688,Green,Michelle,Palmer,990,0.021186894,
E14000688,Left Unity - Trade Unionists and Socialists,Felicity,Dowling,192,0.004108973,
E14000688,Independent,John,Dyer,31,0.000663428,
E14000689,Conservative,Alec,Shelbrooke,27978,0.484073568,0.057860515
E14000689,Labour,Veronica,King,19488,0.33718013,-0.007995442
E14000689,UK Independence Party,Paul,Spivey,6430,0.111251449,0.082697433
E14000689,Liberal Democrat,Stewart,Golton,2640,0.045677111,-0.117598803
E14000689,Green,Dave ,Brooks,1261,0.021817741,
E14000690,Labour,Clive,Efford,18393,0.426188104,0.011165704
E14000690,Conservative,Spencer,Drury,15700,0.36378803,-0.011605164
E14000690,UK Independence Party,Peter,Whittle,6481,0.150172626,0.126080547
E14000690,Liberal Democrat,Alexander,Cunliffe,1308,0.030307945,-0.095966957
E14000690,Green,James,Parker,1275,0.029543295,0.019558547
E14000691,Labour,Joan,Ryan,20172,0.437219585,0.052273687
E14000691,Conservative,Nick,de Bois,19086,0.413680994,-0.009327577
E14000691,UK Independence Party,Deborah,Cairns,4133,0.08958103,0.068480092
E14000691,Green,David,Flint,1303,0.028241975,0.017241593
E14000691,Liberal Democrat,Cara,Jenkinson,1059,0.022953378,-0.098590725
E14000691,Christian Peoples Alliance Party,Yemi,Awolola,207,0.004486638,
E14000691,Trade Unionist and Socialist Coalition,Joe,Simpson,177,0.0038364,
E14000692,Conservative,David,Burrowes,22624,0.493844408,-0.000563962
E14000692,Labour,Bambos,Charalambous,17871,0.390094298,0.06762857
E14000692,UK Independence Party,David,Schofield,2109,0.046035973,0.03464979
E14000692,Green,Jean,Robertson-Molloy,1690,0.036889898,0.022640259
E14000692,Liberal Democrat,Paul,Smith,1518,0.033135423,-0.104941778
E14000693,Conservative,Eleanor,Laing,27027,0.54768177,0.007839764
E14000693,UK Independence Party,Andrew,Smith,9049,0.18337116,0.14361502
E14000693,Labour,Gareth,Barrett,7962,0.161343925,0.018784248
E14000693,Liberal Democrat,Jon,Whitehouse,3448,0.069871119,-0.145159793
E14000693,Green,Anna,Widdup,1782,0.036110886,0.021964398
E14000693,Young People's Party,Mark,Wadsworth,80,0.00162114,
E14000694,Conservative,Chris,Grayling,33309,0.582906043,0.02121011
E14000694,Labour,Sheila,Carlson,8866,0.155154612,0.036184546
E14000694,UK Independence Party,Robert,Leach,7117,0.124547189,0.078163784
E14000694,Liberal Democrat,Stephen,Gee,5002,0.087534781,-0.180575491
E14000694,Green,Susan,McGrath,2116,0.037029907,
E14000694,Independent,Lionel,Blackman,612,0.010709973,
E14000694,Independent,Gareth,Harfoot,121,0.002117495,
E14000695,Conservative,Maggie,Throup,20636,0.42705186,0.032337113
E14000695,Labour,Catherine,Atkinson,17052,0.352882745,0.010663695
E14000695,UK Independence Party,Philip,Rose,7792,0.161251604,0.143305254
E14000695,Liberal Democrat,Martin,Garnett,1658,0.034311494,-0.140807099
E14000695,Green,Ralph,Hierons,1184,0.024502297,0.0132937
E14000696,Labour,Teresa,Pearce,21209,0.497665251,0.048752924
E14000696,Conservative,Anna,Firth,11684,0.274162893,-0.040485379
E14000696,UK Independence Party,Ronie,Johnson,7368,0.172888753,0.146073611
E14000696,Liberal Democrat,Simon,Waddington,972,0.0228078,-0.097636687
E14000696,Green,Ann,Garrett,941,0.02208039,0.014499639
E14000696,Christian Peoples Alliance Party,Sid,Cordle,255,0.005983528,-0.002939158
E14000696,English Democrats,Graham,Moore,188,0.004411385,-0.006535973
E14000697,Conservative,Dominic,Raab,35845,0.629124544,0.039974699
E14000697,Labour,Francis,Eldergill,7229,0.126877984,0.020008175
E14000697,UK Independence Party,Nicholas,Wood,5551,0.097426987,0.064737182
E14000697,Liberal Democrat,Andrew,Davis,5372,0.094285313,-0.153977525
E14000697,Green,Olivia,Palmer,2355,0.041333193,
E14000697,Cannabis is Safer than Alcohol Party,Matt,Heenan,396,0.006950295,
E14000697,Independent,Della,Reynolds,228,0.004001685,
E14000698,Labour,Ben,Bradshaw,25062,0.463956459,0.082269472
E14000698,Conservative,Dom,Morris,17879,0.330982265,0.001374824
E14000698,UK Independence Party,Keith,Crawford,5075,0.093950165,0.057010245
E14000698,Green,Diana,Moore,3491,0.064626606,0.049467841
E14000698,Liberal Democrat,Joel,Mason,2321,0.042967159,-0.159551646
E14000698,Left Unity - Trade Unionists and Socialists,Ed,Potts,190,0.003517346,
S14000028,Scottish National Party,John,McNally,34831,0.577245608,0.274667669
S14000028,Labour,Karen,Whitefield,15130,0.250745774,-0.206291861
S14000028,Conservative,Alison ,Harris ,7325,0.121395426,0.009179265
S14000028,UK Independence Party,David ,Coburn ,1829,0.030311568,0.005044222
S14000028,Liberal Democrat,Galen,Milne,1225,0.020301624,-0.082599296
E14000699,Conservative,Suella,Fernandes,30689,0.561042048,0.008332507
E14000699,UK Independence Party,Malcolm,Jones,8427,0.154058501,0.112932362
E14000699,Labour,Stuart,Rose,7800,0.142595978,0.000558992
E14000699,Liberal Democrat,Matthew,Winnington,4814,0.088007313,-0.150193074
E14000699,Green,Miles,Grindey,2129,0.038921389,0.024366233
E14000699,Independent,Nick,Gregory,705,0.012888483,
E14000699,Independent,Harvey,Hines,136,0.002486289,
E14000700,Conservative,Helen,Whately,24895,0.54352335,-0.018430752
E14000700,UK Independence Party,Peter,Edwards-Daem,8243,0.179966378,0.143102189
E14000700,Labour,Michael,Desmond,7403,0.161626968,-0.004240475
E14000700,Liberal Democrat,David,Naghi,3039,0.066349366,-0.129788672
E14000700,Green,Tim,Valentine,1768,0.038600092,0.019547172
E14000700,Monster Raving Loony Party,Hairy,Davidson,297,0.006484291,-0.002036003
E14000700,English Democrats,Gary,Butler,158,0.003449556,
E14000701,Labour and Co-operative,Seema,Malhotra,25845,0.52312519,0.086871687
E14000701,Conservative,Simon,Nayyar,14382,0.291104139,-0.049179362
E14000701,UK Independence Party,Peter,Dul,6209,0.125675539,0.105237101
E14000701,Liberal Democrat,Roger,Crouch,1579,0.031960328,-0.105648869
E14000701,Green,Tony,Firkins,1390,0.028134804,0.017215074
